Filename,Start_Time,End_Time,Valence,Arousal,Filename_Key,Before Valence,Before Arousal,Audionames
/audioFolder1//film-score-emotion-survey/audioFolder1/arrival_johann_johannsson_arrival_sample_2.mp3,3.2843959731543600,3.861912751677850,0.0,0.0,arrival_jhann_jhannsson_arrival.mp3,0.0,0.0,arrivaljohannjohannssonarrivalsample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/arrival_johann_johannsson_arrival_sample_2.mp3,10.507550335570500,11.261241610738300,0.195,-0.262,arrival_jhann_jhannsson_arrival.mp3,0.0,0.0,arrivaljohannjohannssonarrivalsample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/a_story_about_letters_alfonso_g_aguilar_klaus_sample_1.mp3,0.0077624055030917,7.378147434558230,0.31,0.306,a_story_about_letters_alfonso_g._aguilar_klaus.mp3,0.0,0.0,astoryaboutlettersalfonsogaguilarklaussample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/a_story_about_letters_alfonso_g_aguilar_klaus_sample_1.mp3,7.340798068664460,9.548911844131240,0.175,0.557,a_story_about_letters_alfonso_g._aguilar_klaus.mp3,0.31,0.306,astoryaboutlettersalfonsogaguilarklaussample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/a_story_about_letters_alfonso_g_aguilar_klaus_sample_1.mp3,9.543026439796580,12.876900639909500,-0.13,0.732,a_story_about_letters_alfonso_g._aguilar_klaus.mp3,0.175,0.557,astoryaboutlettersalfonsogaguilarklaussample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/a_story_about_letters_alfonso_g_aguilar_klaus_sample_1.mp3,12.84435107593030,14.991610761624000,-0.34,0.545,a_story_about_letters_alfonso_g._aguilar_klaus.mp3,-0.13,0.732,astoryaboutlettersalfonsogaguilarklaussample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/anna_karenina_toolate_dario_marianelli_sample_2.mp3,3.7680000000000000,3.968000000000000,0.0,0.0,anna_karenina_toolate_dario_marianelli.mp3,0.0,0.0,annakareninatoolatedariomarianellisample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/anna_karenina_toolate_dario_marianelli_sample_2.mp3,3.7680000000000000,3.968000000000000,0.0,0.0,anna_karenina_toolate_dario_marianelli.mp3,0.0,0.0,annakareninatoolatedariomarianellisample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/anna_karenina_toolate_dario_marianelli_sample_2.mp3,3.7680000000000000,3.968000000000000,0.0,0.0,anna_karenina_toolate_dario_marianelli.mp3,0.0,0.0,annakareninatoolatedariomarianellisample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/anna_karenina_toolate_dario_marianelli_sample_2.mp3,3.7680000000000000,3.968000000000000,0.347,0.521,anna_karenina_toolate_dario_marianelli.mp3,0.0,0.0,annakareninatoolatedariomarianellisample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/anna_karenina_toolate_dario_marianelli_sample_2.mp3,11.050666666666700,11.250666666666700,-0.563,-0.205,anna_karenina_toolate_dario_marianelli.mp3,0.347,0.521,annakareninatoolatedariomarianellisample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/anna_karenina_toolate_dario_marianelli_sample_2.mp3,14.34161678904820,14.541616789048100,-0.893,-0.089,anna_karenina_toolate_dario_marianelli.mp3,-0.563,-0.205,annakareninatoolatedariomarianellisample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/antonio_sanchez_doors_and_distance_birdman_sample_2.mp3,8.11791511447266,10.858617613570900,0.17,0.305,antonio_snchez_doors_and_distance_birdman.mp3,0.0,0.0,antoniosanchezdoorsanddistancebirdmansample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/antonio_sanchez_doors_and_distance_birdman_sample_2.mp3,1.79601459834227,4.5663749219667200,-0.005,0.189,antonio_snchez_doors_and_distance_birdman.mp3,0.17,0.305,antoniosanchezdoorsanddistancebirdmansample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/antonio_sanchez_doors_and_distance_birdman_sample_2.mp3,12.70185558251420,14.888942533240900,0.23,0.422,antonio_snchez_doors_and_distance_birdman.mp3,-0.005,0.189,antoniosanchezdoorsanddistancebirdmansample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/arrival_heptapod_b_johannjohannsson_sample_2.mp3,10.384381288776000,10.78696990738590,0.639,0.663,arrival_heptapod_b_jhannjhannsson.mp3,0.0,0.0,arrivalheptapodbjohannjohannssonsample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_mainthemesongvolkerbertelmann_sample_2.mp3,13.64579827973780,14.990611202904800,-0.292,0.284,all_quiet_on_the_western_front_main_theme_song_volker_bertelmann.mp3,0.0,0.0,allquietonthewesternfrontmainthemesongvolkerbertelmannsample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_mainthemesongvolkerbertelmann_sample_2.mp3,5.795189929027210,7.071091251613390,0.443,0.664,all_quiet_on_the_western_front_main_theme_song_volker_bertelmann.mp3,-0.292,0.284,allquietonthewesternfrontmainthemesongvolkerbertelmannsample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_remainsvolkerbertelmann_sample_1.mp3,2.567627494456770,2.70110864745012,-0.264,0.737,all_quiet_on_the_western_front_remains_volker_bertelmann.mp3,0.443,0.664,allquietonthewesternfrontmainthemesongvolkerbertelmannsample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_remainsvolkerbertelmann_sample_1.mp3,5.211346918663980,5.371435610459990,-0.259,-0.368,all_quiet_on_the_western_front_remains_volker_bertelmann.mp3,-0.264,0.737,allquietonthewesternfrontmainthemesongvolkerbertelmannsample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_remainsvolkerbertelmann_sample_1.mp3,10.605365954216100,10.81866972361740,-0.289,0.722,all_quiet_on_the_western_front_remains_volker_bertelmann.mp3,-0.259,-0.368,allquietonthewesternfrontmainthemesongvolkerbertelmannsample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_remainsvolkerbertelmann_sample_1.mp3,12.920082658340500,13.066867580735200,-0.214,-0.363,all_quiet_on_the_western_front_remains_volker_bertelmann.mp3,-0.289,0.722,allquietonthewesternfrontmainthemesongvolkerbertelmannsample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/arrival_johann_johannsson_arrival_sample_1.mp3,12.427916828563000,12.627916828563000,0.0,0.0,arrival_jhann_jhannsson_arrival.mp3,-0.366,-0.013,arrivaljohannjohannssonarrivalsample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/arrival_johann_johannsson_arrival_sample_1.mp3,13.129250161896300,13.32925016189630,0.0,0.0,arrival_jhann_jhannsson_arrival.mp3,0.0,0.0,arrivaljohannjohannssonarrivalsample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/arrival_johann_johannsson_arrival_sample_1.mp3,14.038583495229600,14.238583495229600,-0.744,0.525,arrival_jhann_jhannsson_arrival.mp3,0.0,0.0,arrivaljohannjohannssonarrivalsample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/7horse__meth_lab_zoso_sticker_the_wolf_of_wall_street_sample_1.mp3,2.272,2.4720000000000000,0.0,0.0,7horse___meth_lab_zoso_sticker_the_wolf_of_wall_street.mp3,0.84,0.003,7horsemethlabzosostickerthewolfofwallstreetsample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/7horse__meth_lab_zoso_sticker_the_wolf_of_wall_street_sample_1.mp3,14.661333333333300,14.861333333333300,-0.016,0.019,7horse___meth_lab_zoso_sticker_the_wolf_of_wall_street.mp3,0.0,0.0,7horsemethlabzosostickerthewolfofwallstreetsample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/airlock_steven_price_gravity_sample_1.mp3,5.877814991062930,6.371932774669790,0.325,-0.275,airlock_steven_price_gravity.mp3,0.0,0.0,airlockstevenpricegravitysample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/airlock_steven_price_gravity_sample_1.mp3,10.78181499106290,10.98181499106290,0.085,-0.115,airlock_steven_price_gravity.mp3,0.325,-0.275,airlockstevenpricegravitysample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/airlock_steven_price_gravity_sample_1.mp3,12.480481657729600,12.680481657729600,0.245,0.175,airlock_steven_price_gravity.mp3,0.085,-0.115,airlockstevenpricegravitysample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/beach_puke__jim_williams_titane_sample_2.mp3,4.185128283695850,4.192430372107060,0.0,0.0,beach_puke__jim_williams_titane.mp3,0.0,0.0,beachpukejimwilliamstitanesample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/beach_puke__jim_williams_titane_sample_2.mp3,10.20379495036250,10.40379495036250,-0.455,-0.338,beach_puke__jim_williams_titane.mp3,0.0,0.0,beachpukejimwilliamstitanesample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_1.mp3,6.212255232647450,6.7808256500132200,0.005,0.027,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,0.0,0.0,beyondtheblackrainbowsinoiacavesarboriatapessample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_1.mp3,8.812004882559850,9.833693745814880,-0.745,0.587,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,0.005,0.027,beyondtheblackrainbowsinoiacavesarboriatapessample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_1.mp3,8.033766789521320,8.794389036794820,0.11,0.022,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,-0.745,0.587,beyondtheblackrainbowsinoiacavesarboriatapessample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_1.mp3,10.19308671567060,10.39308671567060,0.195,-0.133,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,0.11,0.022,beyondtheblackrainbowsinoiacavesarboriatapessample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_1.mp3,11.444296239206700,12.171590833376100,0.305,-0.177,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,0.195,-0.133,beyondtheblackrainbowsinoiacavesarboriatapessample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_1.mp3,0.3608832123453360,1.5921725370097600,-0.58,0.333,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,0.305,-0.177,beyondtheblackrainbowsinoiacavesarboriatapessample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_1.mp3,3.075069772298610,4.9961137110570000,-0.205,0.147,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,-0.58,0.333,beyondtheblackrainbowsinoiacavesarboriatapessample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/angela_tries_to_leave_cliff_martinez__kimi_sample_2.mp3,3.4729500494059700,4.623922154224240,-0.688,0.186,angela_tries_to_leave_cliff_martinez__kimi.mp3,0.0,0.0,angelatriestoleavecliffmartinezkimisample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/angela_tries_to_leave_cliff_martinez__kimi_sample_2.mp3,5.487320294545440,6.612933143235220,0.332,0.236,angela_tries_to_leave_cliff_martinez__kimi.mp3,-0.688,0.186,angelatriestoleavecliffmartinezkimisample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/angela_tries_to_leave_cliff_martinez__kimi_sample_2.mp3,8.125492173948100,11.191088116467100,0.247,-0.419,angela_tries_to_leave_cliff_martinez__kimi.mp3,0.332,0.236,angelatriestoleavecliffmartinezkimisample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/angela_tries_to_leave_cliff_martinez__kimi_sample_2.mp3,12.488165603083100,14.995857910775400,-0.158,0.741,angela_tries_to_leave_cliff_martinez__kimi.mp3,0.247,-0.419,angelatriestoleavecliffmartinezkimisample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/almost_human_antonio_sanchez_birdman_sample_2.mp3,0.2106006973795440,4.404683537616230,0.276,0.684,almost_human_antonio_snchez_birdman.mp3,0.0,0.0,almosthumanantoniosanchezbirdmansample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/blackway__black_caviar__whats_up_danger_spiderman_into_the_spiderverse_sample_1.mp3,12.244883603897100,12.444883603897100,-0.473,-0.553,blackway__black_caviar___whats_up_danger_spider_man_into_the_spider_verse.mp3,0.0,0.0,blackwayblackcaviarwhatsupdangerspidermanintothespiderversesample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/blackway__black_caviar__whats_up_danger_spiderman_into_the_spiderverse_sample_1.mp3,5.218666666666660,5.418666666666660,0.422,0.862,blackway__black_caviar___whats_up_danger_spider_man_into_the_spider_verse.mp3,-0.473,-0.553,blackwayblackcaviarwhatsupdangerspidermanintothespiderversesample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/blade_runner_hans_zimmer_benjamin_wallfisch_blade_runner_2049_sample_1.mp3,14.8,15.0,0.0,0.0,blade_runner_hans_zimmer_benjamin_wallfisch_blade_runner_2049.mp3,0.725,-0.735,bladerunnerhanszimmerbenjaminwallfischbladerunner2049sample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/blade_runner_hans_zimmer_benjamin_wallfisch_blade_runner_2049_sample_1.mp3,6.018471010774760,6.830924512570550,0.0,0.0,blade_runner_hans_zimmer_benjamin_wallfisch_blade_runner_2049.mp3,0.0,0.0,bladerunnerhanszimmerbenjaminwallfischbladerunner2049sample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/blade_runner_hans_zimmer_benjamin_wallfisch_blade_runner_2049_sample_1.mp3,12.036942021549500,12.982817310159100,0.299,0.819,blade_runner_hans_zimmer_benjamin_wallfisch_blade_runner_2049.mp3,0.0,0.0,bladerunnerhanszimmerbenjaminwallfischbladerunner2049sample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/bali_girls__michael_stearns_bonnie_jo_hunt_ron_sunsinger_samsara_sample_2.mp3,0.0,14.375824175824200,-0.223,-0.756,bali_girls___michael_stearns_bonnie_jo_hunt_ron_sunsinger_samsara.mp3,0.0,0.0,baligirlsmichaelstearnsbonniejohuntronsunsingersamsarasample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/bali_girls__michael_stearns_bonnie_jo_hunt_ron_sunsinger_samsara_sample_2.mp3,14.4167371090448,14.997125950972100,-0.083,-0.611,bali_girls___michael_stearns_bonnie_jo_hunt_ron_sunsinger_samsara.mp3,-0.223,-0.756,baligirlsmichaelstearnsbonniejohuntronsunsingersamsarasample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/across_the_ocean_thomas_newman_elemental_sample_2.mp3,0.9986895089921060,1.1986895089921100,0.727,0.366,across_the_ocean_thomas_newman_elemental.mp3,0.661,0.361,acrosstheoceanthomasnewmanelementalsample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_2.mp3,5.297818791946310,5.497818791946310,0.255,0.449,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,-0.205,0.147,beyondtheblackrainbowsinoiacavesarboriatapessample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/25_years_jonny_greenwood_the_power_of_the_dog_sample_1.mp3,12.46727163606120,14.99918544665710,0.181,0.359,25_years_jonny_greenwood_the_power_of_the_dog.mp3,-0.214,-0.363,25yearsjonnygreenwoodthepowerofthedogsample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/25_years_jonny_greenwood_the_power_of_the_dog_sample_1.mp3,0.0221579987539921,3.911892753167470,-0.369,0.362,25_years_jonny_greenwood_the_power_of_the_dog.mp3,0.181,0.359,25yearsjonnygreenwoodthepowerofthedogsample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/25_years_jonny_greenwood_the_power_of_the_dog_sample_1.mp3,3.8961876031256700,10.383495566093300,-0.564,0.549,25_years_jonny_greenwood_the_power_of_the_dog.mp3,-0.369,0.362,25yearsjonnygreenwoodthepowerofthedogsample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/25_years_jonny_greenwood_the_power_of_the_dog_sample_1.mp3,10.37824839958380,12.477231897031500,-0.734,0.717,25_years_jonny_greenwood_the_power_of_the_dog.mp3,-0.564,0.549,25yearsjonnygreenwoodthepowerofthedogsample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/anna_karenin_overture_dario_marianelli_sample_1.mp3,10.675,14.99826812744140,0.275,0.626,anna_karenin_overture_dario_marianelli.mp3,0.0,0.0,annakareninoverturedariomarianellisample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_2.mp3,13.146695312500000,14.466519531250000,0.0,0.0,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,0.255,0.449,beyondtheblackrainbowsinoiacavesarboriatapessample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_2.mp3,14.8,15.0,0.0,0.0,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,0.0,0.0,beyondtheblackrainbowsinoiacavesarboriatapessample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_2.mp3,14.8,15.0,0.898,-0.262,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,0.0,0.0,beyondtheblackrainbowsinoiacavesarboriatapessample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/airlock_steven_price_gravity_sample_1.mp3,4.082255256400190,6.100283617964860,-0.375,0.378,airlock_steven_price_gravity.mp3,0.245,0.175,airlockstevenpricegravitysample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/airlock_steven_price_gravity_sample_1.mp3,11.72911517083150,11.92911517083150,-0.185,0.908,airlock_steven_price_gravity.mp3,-0.375,0.378,airlockstevenpricegravitysample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/airlock_steven_price_gravity_sample_1.mp3,0.0019481270419872,0.8501587301587360,-0.735,0.188,airlock_steven_price_gravity.mp3,-0.185,0.908,airlockstevenpricegravitysample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/a_story_about_letters_alfonso_g_aguilar_klaus_sample_1.mp3,3.844787869635520,7.095207644324660,0.242,0.359,a_story_about_letters_alfonso_g._aguilar_klaus.mp3,-0.34,0.545,astoryaboutlettersalfonsogaguilarklaussample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/a_story_about_letters_alfonso_g_aguilar_klaus_sample_1.mp3,7.189758476297560,11.08869151263410,-0.188,0.359,a_story_about_letters_alfonso_g._aguilar_klaus.mp3,0.242,0.359,astoryaboutlettersalfonsogaguilarklaussample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/a_story_about_letters_alfonso_g_aguilar_klaus_sample_1.mp3,12.259345189190600,14.954550871325600,-0.468,0.179,a_story_about_letters_alfonso_g._aguilar_klaus.mp3,-0.188,0.359,astoryaboutlettersalfonsogaguilarklaussample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_mainthemesongvolkerbertelmann_sample_2.mp3,3.4365532879818600,3.436996746961900,-0.759,0.535,all_quiet_on_the_western_front_main_theme_song_volker_bertelmann.mp3,-0.734,0.717,allquietonthewesternfrontmainthemesongvolkerbertelmannsample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_mainthemesongvolkerbertelmann_sample_2.mp3,6.3738775510204100,6.573877551020410,0.716,-0.345,all_quiet_on_the_western_front_main_theme_song_volker_bertelmann.mp3,-0.759,0.535,allquietonthewesternfrontmainthemesongvolkerbertelmannsample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/arrival_heptapod_b_johannjohannsson_sample_1.mp3,6.954376417233570,7.343038548752840,-0.379,-0.188,arrival_heptapod_b_jhannjhannsson.mp3,0.639,0.663,arrivalheptapodbjohannjohannssonsample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/arrival_heptapod_b_johannjohannsson_sample_1.mp3,11.014965986394600,11.127891156462600,0.201,-0.198,arrival_heptapod_b_jhannjhannsson.mp3,-0.379,-0.188,arrivalheptapodbjohannjohannssonsample1mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_mainthemesongvolkerbertelmann_sample_2.mp3,0.0,0.723388671875,0.178,0.182,all_quiet_on_the_western_front_main_theme_song_volker_bertelmann.mp3,0.716,-0.345,allquietonthewesternfrontmainthemesongvolkerbertelmannsample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_mainthemesongvolkerbertelmann_sample_2.mp3,0.7668196614583270,1.1919173177083300,-0.117,0.292,all_quiet_on_the_western_front_main_theme_song_volker_bertelmann.mp3,0.178,0.182,allquietonthewesternfrontmainthemesongvolkerbertelmannsample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_mainthemesongvolkerbertelmann_sample_2.mp3,1.190129557291660,3.276213541666660,0.083,0.422,all_quiet_on_the_western_front_main_theme_song_volker_bertelmann.mp3,-0.117,0.292,allquietonthewesternfrontmainthemesongvolkerbertelmannsample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_mainthemesongvolkerbertelmann_sample_2.mp3,3.294339192708330,5.966458333333320,-0.032,0.157,all_quiet_on_the_western_front_main_theme_song_volker_bertelmann.mp3,0.083,0.422,allquietonthewesternfrontmainthemesongvolkerbertelmannsample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_mainthemesongvolkerbertelmann_sample_2.mp3,5.995068359375000,8.298925781250000,-0.092,-0.158,all_quiet_on_the_western_front_main_theme_song_volker_bertelmann.mp3,-0.032,0.157,allquietonthewesternfrontmainthemesongvolkerbertelmannsample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_mainthemesongvolkerbertelmann_sample_2.mp3,8.667868489583350,10.49321028645840,0.013,-0.368,all_quiet_on_the_western_front_main_theme_song_volker_bertelmann.mp3,-0.092,-0.158,allquietonthewesternfrontmainthemesongvolkerbertelmannsample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_mainthemesongvolkerbertelmann_sample_2.mp3,11.01333333333330,14.837161458333300,-0.122,-0.523,all_quiet_on_the_western_front_main_theme_song_volker_bertelmann.mp3,0.013,-0.368,allquietonthewesternfrontmainthemesongvolkerbertelmannsample2mp3
/audioFolder1//film-score-emotion-survey/audioFolder1/another_round__druk__schubert_fantasie_in_f_moll_d940_fantasy_in_f_minor_sample_2.mp3,1.978666666666670,2.178666666666670,-0.4,0.0,another_round__druk___schubert_fantasie_in_f_moll_d940_fantasy_in_f_minor.mp3,0.251,-0.274,anotherrounddrukschubertfantasieinfmolld940fantasyinfminorsample2mp3
