ID,Pathname,After Coordinate,Before Coordinate,Filename,Start_Time,End_Time,after_MFCC_1_Mean,after_MFCC_2_Mean,after_MFCC_3_Mean,after_MFCC_4_Mean,after_MFCC_5_Mean,after_MFCC_6_Mean,after_MFCC_7_Mean,after_MFCC_8_Mean,after_MFCC_9_Mean,after_MFCC_10_Mean,after_MFCC_11_Mean,after_MFCC_12_Mean,after_MFCC_13_Mean,after_MFCC_1_Var,after_MFCC_2_Var,after_MFCC_3_Var,after_MFCC_4_Var,after_MFCC_5_Var,after_MFCC_6_Var,after_MFCC_7_Var,after_MFCC_8_Var,after_MFCC_9_Var,after_MFCC_10_Var,after_MFCC_11_Var,after_MFCC_12_Var,after_MFCC_13_Var,after_Spectral_Centroid,after_Spectral_Bandwidth,after_Spectral_Contrast,after_Spectral_Rolloff,after_Zero_Crossing_Rate,after_Chroma_1,after_Chroma_2,after_Chroma_3,after_Chroma_4,after_Chroma_5,after_Chroma_6,after_Chroma_7,after_Chroma_8,after_Chroma_9,after_Chroma_10,after_Chroma_11,after_Chroma_12,Valence,Arousal,Filename_Key,Matched_Path,Arousal Change,Valence Change,Before Valence,Before Arousal,before_MFCC_1_Mean,before_MFCC_2_Mean,before_MFCC_3_Mean,before_MFCC_4_Mean,before_MFCC_5_Mean,before_MFCC_6_Mean,before_MFCC_7_Mean,before_MFCC_8_Mean,before_MFCC_9_Mean,before_MFCC_10_Mean,before_MFCC_11_Mean,before_MFCC_12_Mean,before_MFCC_13_Mean,before_MFCC_1_Var,before_MFCC_2_Var,before_MFCC_3_Var,before_MFCC_4_Var,before_MFCC_5_Var,before_MFCC_6_Var,before_MFCC_7_Var,before_MFCC_8_Var,before_MFCC_9_Var,before_MFCC_10_Var,before_MFCC_11_Var,before_MFCC_12_Var,before_MFCC_13_Var,before_Spectral_Centroid_Mean,before_Spectral_Bandwidth_Mean,before_Spectral_Contrast_Mean,before_Spectral_Rolloff_Mean,before_Zero_Crossing_Rate_Mean,before_Chroma_1_Mean,before_Chroma_2_Mean,before_Chroma_3_Mean,before_Chroma_4_Mean,before_Chroma_5_Mean,before_Chroma_6_Mean,before_Chroma_7_Mean,before_Chroma_8_Mean,before_Chroma_9_Mean,before_Chroma_10_Mean,before_Chroma_11_Mean,before_Chroma_12_Mean,before_start_time,after_start_time
_57v8oow2l,/audioFolder3//film-score-emotion-survey/audioFolder3/first_kisses__ludwig_goransson_everything_everything_sample_2.mp3,"(0.478, -0.227)","(0.0, 0.0)","First_Kisses__Ludwig_Göransson_Everything,_Everything_sample_1.mp3",12.1378776041667,14.9451529947917,-329.88785,131.46622,-21.716917,13.17633,21.992477,-14.752609,-11.673255,-0.59455895,5.334598,2.6827683,-6.707681,-6.1296973,2.5519571,503.03522,304.9424,52.71318,26.858215,29.681269,25.901508,34.99512,28.125412,31.329866,23.201456,25.820698,22.983429,35.699867,1888.12138967237,2162.53624507312,23.7889073553326,3363.89563694473,0.0570340747675619,0.00981897,0.16153665,0.9562543,0.28973174,0.012187265,0.008038845,0.008428832,0.008765479,0.024194628,0.07388542,0.036161616,0.008890997,0.478,-0.227,first_kisses__ludwig_gransson_everything_everything.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3,-0.227,0.478,0.0,0.0,-349.4702,168.44061,-39.70019,25.958158,11.626554,2.6545272,-23.358381,1.0335741,-3.2388842,5.1707788,-3.7574885,-2.118165,5.3948517,119.38847,108.75539,38.800674,46.10844,40.842667,26.33645,30.547417,30.105898,41.52166,31.637283,30.87035,22.021393,26.373644,1736.1772302504100,2099.714084382760,25.65513886474290,3018.6085668103400,0.04790768678160920,0.009317493,0.18170449,1.0,0.3536826,0.013438755,0.005653469,0.0060150274,0.0061938544,0.0063952575,0.016961813,0.0073067877,0.004825335,11.1378776041667,12.1378776041667
_iwnx3dty6,/audioFolder3//film-score-emotion-survey/audioFolder3/everything_everywhere_all_at_once__inanotherlife__son_lux_sample_1.mp3,"(0.827, -0.156)","(0, 0)",Everything_Everywhere_All_At_Once__In Another Life_-_Son_Lux_sample_1.mp3,3.44816326530612,5.41691231619991,-248.7625,211.42328,37.99983,2.5190775,-4.9191947,33.822845,-28.192314,11.198428,7.6128373,-12.296755,-4.704611,-10.111869,0.7432134,802.06635,135.00516,262.38666,148.18187,132.22638,129.9431,170.9429,86.61304,88.64199,90.18486,109.190186,77.674255,66.36408,1029.12782464855,2018.20664624174,24.8495776152321,1343.29187729779,0.0208151424632352,0.24201557,0.65263027,0.79102093,0.31201324,0.07926619,0.07067174,0.10550895,0.09828654,0.18679334,0.30655408,0.17882738,0.118976146,0.827,-0.156,everything_everywhere_all_at_once__inanotherlife___son_lux.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/familytripjungjaeilbrokersample2mp3.mp3,-0.156,0.827,0.0,0.0,-303.1912,221.56908,42.256367,-2.5804718,-5.6265593,39.915627,-19.611351,7.667784,6.268909,-11.00162,6.70739,-4.440234,2.6900518,459.85632,211.43196,96.02274,137.96883,295.30246,116.62726,137.43643,230.9256,45.376534,98.39944,99.30609,49.095314,39.55359,941.7886050199280,1857.652455708410,26.458901037997400,1293.4772359913800,0.019475125718390800,0.19344646,0.31834307,0.5568334,0.42144498,0.27915788,0.43451703,0.95951337,0.74529934,0.35850844,0.40550452,0.3095271,0.1844113,2.44816326530612,3.44816326530612
_iwnx3dty6,/audioFolder3//film-score-emotion-survey/audioFolder3/everything_everywhere_all_at_once__inanotherlife__son_lux_sample_1.mp3,"(0.742, 0.024)","(0.827, -0.156)",Everything_Everywhere_All_At_Once__In Another Life_-_Son_Lux_sample_1.mp3,8.51591836734694,9.58819443251528,-185.74321,209.24771,7.4651766,3.2051988,-11.260693,39.08351,-23.010677,7.659814,-0.96811986,-8.24628,-5.8796864,2.0319586,4.2515073,268.21753,163.15462,67.45089,138.0647,90.70345,115.36258,107.40814,103.62237,109.955154,101.344925,173.33199,88.32592,111.54372,1280.30617995324,2198.64356169889,24.328018288775,1884.96566280242,0.0236527637768817,0.3624526,0.90174955,0.662449,0.2656061,0.08362125,0.067807965,0.14475921,0.2578129,0.20917675,0.26766208,0.110563904,0.11237269,0.742,0.024,everything_everywhere_all_at_once__inanotherlife___son_lux.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/familytripjungjaeilbrokersample2mp3.mp3,0.18,-0.085,0.827,-0.156,-236.16655,208.90343,17.025986,5.112162,-15.876376,45.73188,-28.638456,10.79341,5.5853133,-3.3909905,6.449571,-2.8861523,8.372745,1236.6123,716.3443,249.2257,441.46387,200.08542,108.61062,167.47827,135.93192,128.29175,178.26369,148.01132,64.32724,71.30742,1411.0272586616200,2400.7772429017700,24.90998959689020,2566.4113011853400,0.024941630747126400,0.17999095,0.2973713,0.5388302,0.4218059,0.36212653,0.5098154,0.94555813,0.72875816,0.47552451,0.6294772,0.43606988,0.20183243,7.51591836734694,8.51591836734694
_iwnx3dty6,/audioFolder3//film-score-emotion-survey/audioFolder3/everything_everywhere_all_at_once__inanotherlife__son_lux_sample_1.mp3,"(0.907, -0.366)","(0.742, 0.024)",Everything_Everywhere_All_At_Once__In Another Life_-_Son_Lux_sample_1.mp3,10.5012244897959,11.8163207020486,-191.75822,214.53317,14.177392,10.401779,-3.832917,32.9489,-25.658401,5.6986003,8.075931,-14.284804,1.4108634,6.992167,4.9914837,244.35773,119.203606,43.21339,154.53981,107.72397,50.02434,100.25549,128.2035,69.35075,59.826717,108.922104,113.41427,40.847023,1129.36315925065,2045.92610329678,22.5402547808318,1675.24542557566,0.0220026384320175,0.122116454,0.18681131,0.499083,0.3910462,0.46196112,0.3337368,0.48250297,0.8635962,0.65600693,0.56837237,0.3805991,0.18065484,0.907,-0.366,everything_everywhere_all_at_once__inanotherlife___son_lux.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/familytripjungjaeilbrokersample2mp3.mp3,-0.39,0.165,0.742,0.024,-183.35254,215.75504,8.201394,15.464233,-6.3303905,22.653042,-25.433119,0.5513368,1.5435803,-4.661579,1.9455651,1.1125957,5.14027,217.46089,138.90231,53.23168,112.10468,57.196793,47.341965,169.39479,87.05181,62.35091,55.998226,95.603516,76.04916,45.17246,1135.9925630364100,1970.9430892793500,23.137382639235600,1695.4303609913800,0.024380387931034500,0.10860864,0.40699396,0.8553214,0.29902345,0.14087066,0.26611236,0.55642587,0.52003586,0.42942616,0.50359416,0.23117039,0.09122567,9.5012244897959,10.5012244897959
_ske6mg95q,/audioFolder3//film-score-emotion-survey/audioFolder3/drive_my_car_the_important_thing_is_to_work_eiko_ishibashi_sample_2.mp3,"(-0.434, 0.485)","(0.916, 0.906)",Drive_My_Car_(the_important_thing_is_to_work)_Eiko_Ishibashi_sample_1.mp3,5.60088691796009,5.8008869179600900,-137.24725,169.76752,-10.82729,43.166374,-27.770952,33.922546,-13.349078,14.803495,-15.376489,-1.8508192,-13.059958,5.3667765,-4.7514577,1700.7533,523.77905,237.78575,244.07188,132.21892,145.64868,131.19196,77.779625,36.100174,64.048096,22.396498,32.122463,49.180748,2322.52119817045,3313.93482531222,19.6483916895051,5170.361328125,0.0377604166666666,0.299861,0.8448157,0.5289144,0.38826033,0.30030409,0.3809327,0.4676601,0.22706106,0.18196958,0.24643748,0.3333245,0.15189816,-0.434,0.485,drive_my_car_the_important_thing_is_to_work_eiko_ishibashi.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/familytripjungjaeilbrokersample2mp3.mp3,-0.421,-1.35,0.916,0.906,-188.25371,173.74306,1.4674623,29.283642,-13.470069,22.763313,2.874374,11.241921,-2.7583504,-6.249403,-8.499765,0.3632634,-0.25529587,1068.543,498.79166,114.96561,173.69836,128.14116,88.74517,87.312546,84.86115,40.637386,40.06139,27.983168,23.389908,21.454285,1623.0858204864600,2606.4261189864700,23.548502487340500,3090.1384024784500,0.027803969109195400,0.35228166,0.7538324,0.43061593,0.55053735,0.60695,0.5954232,0.6488969,0.34193677,0.25139663,0.1545125,0.17086951,0.22546197,4.60088691796009,5.60088691796009
_ske6mg95q,/audioFolder3//film-score-emotion-survey/audioFolder3/drive_my_car_the_important_thing_is_to_work_eiko_ishibashi_sample_2.mp3,"(0.491, 0.49)","(-0.434, 0.485)",Drive_My_Car_(the_important_thing_is_to_work)_Eiko_Ishibashi_sample_1.mp3,11.1219512195122,11.3219512195122,-143.17793,185.02773,-13.241879,31.28771,-24.769861,23.420639,-11.957279,6.4835687,-8.511455,-1.7511622,-11.899589,-3.3130803,-5.512245,1590.3209,975.89136,274.8262,293.00513,100.606674,174.7814,77.64708,94.02316,59.58675,52.85028,77.54969,19.307655,31.773163,1960.67266222335,2897.88710539323,20.3812774879687,3868.798828125,0.0299479166666666,0.13144727,0.25519451,0.27871907,0.5226547,0.21123634,0.10738781,0.08334229,0.3153654,0.9057826,0.43230784,0.13463569,0.084037855,0.491,0.49,drive_my_car_the_important_thing_is_to_work_eiko_ishibashi.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/familytripjungjaeilbrokersample2mp3.mp3,0.005,0.925,-0.434,0.485,-187.67207,176.24046,0.73656225,33.005684,-11.436196,30.321062,3.1649384,14.4083395,-0.85229564,-5.0389647,-10.177998,-1.82431,2.426372,1505.6897,715.51733,150.1953,178.53615,111.66119,87.35786,105.1169,67.26192,56.0832,34.670288,32.094658,39.74971,38.256313,1634.4605887266800,2542.450837725650,23.760081368746800,3132.9573006465500,0.027899380387931000,0.38757578,0.7571684,0.50939333,0.36658722,0.33764943,0.594998,0.3250926,0.24336039,0.5975669,0.32138214,0.15467328,0.21027215,10.1219512195122,11.1219512195122
_8x1wc3nr6,/audioFolder3//film-score-emotion-survey/audioFolder3/garden_of_eden_emile_mosseri_minari_sample_1.mp3,"(0.561, 0.547)","(-0.561, 0.704)",Garden_of_Eden_Emile_Mosseri_Minari_sample_1.mp3,5.10258503401361,5.30258503401361,-217.13768,218.25237,-7.29244,25.01452,12.453361,20.940727,11.635167,-1.4735228,-12.913433,-8.224968,3.2104504,10.895923,1.4772916,72.31393,71.21601,34.86088,24.642801,23.769264,7.319977,10.676375,32.351112,20.56429,6.1186814,26.690624,9.769554,24.903196,997.832597508681,1669.40440104879,20.856453743332,1765.72265625,0.02734375,0.9816686,0.6127455,0.19627173,0.10664602,0.18243498,0.33735603,0.28577396,0.29297245,0.31377828,0.57577753,0.32281062,0.41356954,0.561,0.547,garden_of_eden_emile_mosseri_minari.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/lultimadiligenzadiredrockenniomorriconethehatefuleightsample2mp3.mp3,-0.157,1.122,-0.561,0.704,-195.5222,228.36438,3.5290022,22.947794,5.486827,6.799598,6.4574327,-0.78033024,-4.1794744,0.4915443,9.60815,5.523836,-6.51947,313.21283,235.72528,59.88024,88.724174,63.49164,91.31538,41.478977,51.6941,65.65406,54.567062,40.159035,40.253815,23.877453,876.4129024664620,1464.6251262560300,22.4367810038708,1485.5435075431000,0.024369163074712600,0.6290679,0.37403253,0.19045416,0.31602076,0.66387546,0.7136654,0.6525663,0.61637515,0.42535374,0.5712971,0.29066786,0.46478793,4.10258503401361,5.10258503401361
_8x1wc3nr6,/audioFolder3//film-score-emotion-survey/audioFolder3/garden_of_eden_emile_mosseri_minari_sample_1.mp3,"(0.541, 0.188)","(0.561, 0.547)",Garden_of_Eden_Emile_Mosseri_Minari_sample_1.mp3,11.430022675737,11.630022675737,-185.85439,238.49965,-0.29101053,9.386605,2.0266514,18.25091,10.89127,-0.46833673,-12.359486,0.06754228,15.299379,12.977438,-0.7535025,669.991,652.25165,175.61276,117.8649,104.869965,47.23845,60.137486,72.017525,26.303646,3.3947148,24.326614,18.252716,20.983265,1047.70502426416,1639.9285047706,20.1876335376834,1802.8076171875,0.0400933159722222,0.1736121,0.23766883,0.43227038,0.23840976,0.22561616,0.3353848,0.1933748,0.14002432,0.33532807,0.8669242,0.3583974,0.22200395,0.541,0.188,garden_of_eden_emile_mosseri_minari.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/lultimadiligenzadiredrockenniomorriconethehatefuleightsample2mp3.mp3,-0.359,-0.02,0.561,0.547,-202.13472,238.54158,0.8497437,29.937609,7.619327,8.027422,5.4360538,1.5505419,-3.9859924,-1.3373411,7.29922,5.8231926,-5.457893,115.20101,128.71712,23.027336,86.45195,49.063183,63.994823,24.90405,34.52439,71.3817,16.626566,50.076027,29.22735,24.658508,790.5311367482830,1317.9369241266600,23.474934160659000,1330.108432112070,0.02392578125,0.38694215,0.22270839,0.14700046,0.17383629,0.39949083,0.8174985,0.51717347,0.2856415,0.4418923,0.7801424,0.5302278,0.48698154,10.430022675737,11.430022675737
_8x1wc3nr6,/audioFolder3//film-score-emotion-survey/audioFolder3/garden_of_eden_emile_mosseri_minari_sample_1.mp3,"(0.371, 0.562)","(0.541, 0.188)",Garden_of_Eden_Emile_Mosseri_Minari_sample_1.mp3,13.769433106576,14.0419954648526,-198.5695,249.77449,6.9154143,16.675413,3.598851,2.0542555,-4.061907,-12.047874,4.4580092,10.091956,0.9994628,-4.7858243,-2.21268,164.02892,124.23362,15.096911,45.828583,24.40155,32.567974,19.068085,25.374163,21.572205,12.8793335,9.617145,10.075409,8.409024,777.143039090155,1281.79592387571,20.9757653130135,1126.00708007813,0.02117919921875,0.365585,0.34113577,0.94723153,0.58176726,0.22960569,0.33841825,0.24365777,0.13725264,0.21253026,0.5414052,0.38521552,0.4956425,0.371,0.562,garden_of_eden_emile_mosseri_minari.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/lultimadiligenzadiredrockenniomorriconethehatefuleightsample2mp3.mp3,0.374,-0.17,0.541,0.188,-193.86237,253.41443,-0.8382299,23.45679,3.9638317,6.2738814,-2.217837,-7.557074,4.4908614,8.793154,1.971315,-4.861276,-4.391132,68.511986,46.412403,30.209465,46.76212,23.988012,25.09151,11.247802,27.544588,48.202515,21.501478,13.73685,20.666273,19.840162,771.1023736751790,1219.0444721164400,22.749444693420900,1126.6567887931000,0.023656384698275900,0.3150298,0.3541288,0.77245885,0.3775738,0.19871117,0.28114673,0.18831322,0.12727565,0.33466384,0.66872257,0.42916292,0.6385533,12.769433106576,13.769433106576
_dt5q0y2tq,/audioFolder3//film-score-emotion-survey/audioFolder3/fare_thee_well_dinkssong_oscar_isaac_marcus_mumford_inside_llewyn_davis_sample_1.mp3,"(0.0, 0.0)","(0.681, 0.126)",Fare_Thee_Well_(Dink's Song)_Oscar_Isaac_Marcus_Mumford_Inside_Llewyn_Davis_sample_1.mp3,0.0057231291155666,2.18176589763382,-99.313515,200.15434,-62.511833,33.83602,-10.227759,16.478762,-14.782385,-7.4185524,-14.751841,-0.3520446,-8.13213,-3.0292137,-5.77379,1081.4429,183.8137,291.1243,124.772255,258.6802,59.90598,45.83575,184.03165,91.56113,146.59781,85.93876,29.4241,20.049257,1719.38156687055,1987.78819971053,22.9713733350841,2937.67869015957,0.0498981881648936,0.1903148,0.23237509,0.5760648,0.33442315,0.36546078,0.22488087,0.34898978,0.34207737,0.3175406,0.6357613,0.36255783,0.29389873,0.0,0.0,fare_thee_well_dinkssong_oscar_isaac_marcus_mumford_inside_llewyn_davis.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/faretheewelldinkssongoscarisaacmarcusmumfordinsidellewyndavissample2mp3.mp3,-0.126,-0.681,0.681,0.126,-34.558105,120.301575,-26.25698,-2.1785614,8.2137375,3.712587,-9.687903,-8.472958,-4.327685,-3.706585,-2.998943,-8.874251,-18.753483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3911.311441770520,4909.040494383490,8.886859353339560,8074.951171875,0.00830078125,0.32497624,0.33903578,0.4779815,0.38776705,0.25106487,0.30239716,0.30080676,0.31930968,0.4452623,0.9068,1.0,0.56763273,0.0,0.0057231291155666
_dt5q0y2tq,/audioFolder3//film-score-emotion-survey/audioFolder3/fare_thee_well_dinkssong_oscar_isaac_marcus_mumford_inside_llewyn_davis_sample_1.mp3,"(0.662, -0.245)","(0.0, 0.0)",Fare_Thee_Well_(Dink's Song)_Oscar_Isaac_Marcus_Mumford_Inside_Llewyn_Davis_sample_1.mp3,8.36191741711694,14.9977789340271,-110.96038,189.66261,-44.646164,31.823078,-8.893083,7.5214186,-2.2137597,-2.4579468,-4.9567094,-8.678915,-8.975586,-10.518339,-10.969716,1402.1477,277.58588,94.07637,187.48691,104.68716,94.07859,56.857643,67.484566,45.73469,45.76208,45.568687,39.98303,39.75807,1665.97162504428,2111.57514401083,22.1989527658782,3240.48355209244,0.0382967862215909,0.116020575,0.23956393,0.43137473,0.25060356,0.2754174,0.25784057,0.36672938,0.3005366,0.4714489,0.8758394,0.45006797,0.20846453,0.662,-0.245,fare_thee_well_dinkssong_oscar_isaac_marcus_mumford_inside_llewyn_davis.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/faretheewelldinkssongoscarisaacmarcusmumfordinsidellewyndavissample2mp3.mp3,-0.245,0.662,0.0,0.0,-113.83077,194.98903,-42.891872,33.866673,-4.7773685,8.937468,-3.404658,-0.5690992,-7.7481003,-7.7070384,-9.594764,-11.397947,-15.6568575,1197.4622,220.87137,113.18243,124.13734,118.32693,115.694405,46.39253,38.80565,42.06242,36.234463,27.141281,35.356415,15.03286,1528.597084458480,2062.0667502234000,22.759421926921900,2950.7913523706900,0.031637257543103400,0.09811923,0.16801342,0.3927353,0.29595023,0.27669385,0.3148007,0.43997827,0.5633023,0.50260776,0.7574093,0.48488554,0.20970316,7.36191741711694,8.36191741711694
_w3jmue00l,/audioFolder3//film-score-emotion-survey/audioFolder3/gudnadottir_tar__i_largo_hildur_gudnadottir_sample_2.mp3,"(-0.112, -0.621)","(0, 0)",Guðnadóttir_Tár_-_I._Largo_Hildur_Guðnadóttir_sample_1.mp3,0.144962239583335,3.31815559895834,-416.87302,106.555374,37.40174,19.4094,25.201513,25.899921,12.94924,7.9431314,7.4727345,8.425689,10.118278,6.496453,3.146549,12005.5,7402.5034,632.03375,347.6103,111.091446,155.9376,86.13083,53.245983,23.456177,14.847404,35.610294,22.82075,27.668146,2178.11343826526,2938.47578977229,18.2982679185678,4671.60484146898,0.0398127423585766,0.36196744,0.4383864,0.5072214,0.6461746,0.8262476,0.9105394,0.9128948,0.9048195,0.8541246,0.7331979,0.54394346,0.3934491,-0.112,-0.621,gunadttir_tr___i._largo_hildur_gunadttir.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/lultimadiligenzadiredrockenniomorriconethehatefuleightsample2mp3.mp3,-0.621,-0.112,0.0,0.0,-200.05263,187.45491,17.335854,39.51784,-3.4749048,27.543215,3.8611116,16.74713,10.6568775,10.282151,-5.74615,-5.785304,-10.508722,533.62067,174.397,44.77315,76.46028,64.98795,15.252928,31.705444,25.892454,28.331303,34.970474,21.456875,9.684058,12.911152,1106.6522543611100,2363.338806552450,20.702857432542200,1598.4262319711500,0.012432391826923100,0.4918546,0.5115988,0.5863628,0.71483696,0.6790609,0.6530341,0.9839732,0.6803011,0.4249342,0.38722512,0.48937115,0.66522956,0.0,0.144962239583335
_w3jmue00l,/audioFolder3//film-score-emotion-survey/audioFolder3/gudnadottir_tar__i_largo_hildur_gudnadottir_sample_2.mp3,"(-0.722, -0.286)","(-0.112, -0.621)",Guðnadóttir_Tár_-_I._Largo_Hildur_Guðnadóttir_sample_1.mp3,3.36108203125,5.636814453125,-484.64682,135.16238,-12.30573,-0.80179375,17.55834,13.687557,-3.6758592,-0.24659443,-6.888062,-12.769953,-4.3484564,1.5169672,0.60166913,14530.501,4272.692,1056.3253,128.67316,48.386036,16.439983,139.65643,68.03973,140.46684,226.68175,48.20369,24.721954,24.592228,2947.73982026766,3140.1746945635,20.3104916175038,6258.40141180203,0.0676034065672588,0.25254896,0.23231527,0.25719777,0.3197201,0.29094067,0.3091131,0.37066972,0.5377598,0.9395178,0.66594785,0.34712383,0.26908532,-0.722,-0.286,gunadttir_tr___i._largo_hildur_gunadttir.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/lultimadiligenzadiredrockenniomorriconethehatefuleightsample2mp3.mp3,0.335,-0.61,-0.112,-0.621,-169.90088,175.38873,-16.172915,29.555737,-12.355257,25.211508,10.972546,10.440444,3.3347385,-4.9037642,-12.068547,4.69975,-1.0149482,710.8191,295.416,83.59504,190.60628,89.04882,68.82158,92.8583,89.24683,69.50242,68.05131,41.62601,28.064297,23.799465,1640.5216243035400,2401.9011941452200,25.405623734867700,2978.759765625,0.040398257902298900,0.21463655,0.36339676,0.32030955,0.6204775,0.34289026,0.38590798,0.7286504,0.44138068,0.19156046,0.2403945,0.7242275,0.25682247,2.36108203125,3.36108203125
_w3jmue00l,/audioFolder3//film-score-emotion-survey/audioFolder3/gudnadottir_tar__i_largo_hildur_gudnadottir_sample_2.mp3,"(-0.372, -0.681)","(-0.722, -0.286)",Guðnadóttir_Tár_-_I._Largo_Hildur_Guðnadóttir_sample_1.mp3,5.77011653645833,11.1572259114583,-418.06842,162.82338,-20.607397,-1.8299103,23.816092,8.241026,-4.870103,-1.7569104,-12.632861,-21.609901,-9.301127,0.90884507,-1.5623093,10149.411,2792.9856,957.9435,130.88866,44.97441,36.10936,90.816826,28.538067,106.8995,156.26387,34.447388,21.771297,21.407557,1741.78518265007,2196.38550093839,23.6305860309151,3530.75069304435,0.042131846438172,0.050445747,0.048473425,0.09488336,0.16410246,0.08127302,0.13765673,0.26823044,0.6738708,0.9879558,0.460162,0.13030837,0.06509274,-0.372,-0.681,gunadttir_tr___i._largo_hildur_gunadttir.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/lultimadiligenzadiredrockenniomorriconethehatefuleightsample2mp3.mp3,-0.395,0.35,-0.722,-0.286,-180.61789,174.53633,-0.16654335,30.345352,-14.967639,23.897688,-0.05181249,9.630872,-5.1184435,-6.708818,-9.416089,0.70931643,-0.16753635,1500.372,499.78543,107.85826,171.30032,120.92073,93.14227,99.855034,69.0379,38.041927,36.706104,25.70852,27.10218,23.959099,1676.247686415180,2635.085987719550,23.71836129118870,3250.523639547410,0.028387661637931000,0.34281668,0.8524696,0.44462615,0.45088398,0.4844351,0.5340871,0.6481065,0.32024333,0.22728771,0.15112887,0.15647377,0.16991203,4.77011653645833,5.77011653645833
_w3jmue00l,/audioFolder3//film-score-emotion-survey/audioFolder3/gudnadottir_tar__i_largo_hildur_gudnadottir_sample_2.mp3,"(-0.817, -0.456)","(-0.372, -0.681)",Guðnadóttir_Tár_-_I._Largo_Hildur_Guðnadóttir_sample_1.mp3,11.12490234375,14.94208984375,-263.17557,194.14915,-24.034616,1.8289984,33.07762,8.133563,-0.5218936,-0.22180325,-11.638138,-20.022518,-3.5544238,8.551491,-3.099797,1462.0209,553.4219,381.10098,178.3536,62.34469,87.82328,49.799747,52.3331,142.45149,130.67822,51.71432,28.567347,29.92468,920.665180131131,1305.33512604817,26.3101444523973,1649.28627825798,0.0275218465045592,0.050450657,0.06786039,0.12663947,0.25993747,0.15668413,0.22196218,0.35019472,0.6955516,0.9966374,0.4885393,0.14621443,0.058637418,-0.817,-0.456,gunadttir_tr___i._largo_hildur_gunadttir.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/lultimadiligenzadiredrockenniomorriconethehatefuleightsample2mp3.mp3,0.225,-0.445,-0.372,-0.681,-186.46991,175.7758,0.51408553,33.245716,-11.692226,30.510893,2.6558373,14.413721,-1.1236012,-5.0241413,-10.378262,-1.6847446,2.3142843,1375.6099,705.0768,150.84004,191.35379,124.99212,86.06832,101.81297,66.45423,59.214474,34.736336,29.83128,40.327747,39.31667,1657.151771530410,2576.472516388870,23.695511643648900,3197.3094019396600,0.027876930675287400,0.46666017,0.7506707,0.42783085,0.35722157,0.41305748,0.58515835,0.29093078,0.33732748,0.61419004,0.25232428,0.15975599,0.23870403,10.12490234375,11.12490234375
_rx3zg1xlm,/audioFolder3//film-score-emotion-survey/audioFolder3/everything_everywhere_all_at_once__inanotherlife__son_lux_sample_1.mp3,"(0.0, 0.0)","(0.907, -0.366)",Everything_Everywhere_All_At_Once__In Another Life_-_Son_Lux_sample_1.mp3,6.2,6.4,-222.44244,211.02048,14.642103,22.654564,9.455488,28.668135,-21.932917,24.212408,-0.30711508,-5.1505017,10.882837,-12.441119,1.9101243,1122.5126,681.6937,43.47939,65.148636,47.995045,122.08226,163.86852,76.608475,19.64429,78.72164,39.127686,95.30746,25.397125,1260.50787228719,2378.73414917168,22.6062261644534,2087.5244140625,0.0166558159722222,0.079936616,0.12363749,0.18354009,0.2018124,0.31647044,0.5499928,0.9939007,0.800969,0.42563248,0.37798765,0.26788998,0.122349344,0.0,0.0,everything_everywhere_all_at_once__inanotherlife___son_lux.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/familytripjungjaeilbrokersample2mp3.mp3,0.366,-0.907,0.907,-0.366,-214.69707,214.95137,26.349962,15.236459,4.821705,31.179693,-27.353815,15.993155,-1.2278043,-13.858535,1.7510056,-11.119679,3.590795,402.02594,215.01993,235.94885,260.1636,119.590004,159.66324,86.20052,79.1478,58.04458,67.60564,81.11681,57.86726,41.363426,1059.1974321231400,2035.2142163193600,25.027494380014500,1601.129781788790,0.01889704561781610,0.08338936,0.2108157,0.51665753,0.31956214,0.27027172,0.4527897,0.7557165,0.5485297,0.38951015,0.56502515,0.34197327,0.10171626,5.2,6.2
