Filename,Start_Time,End_Time,Valence,Arousal,Filename_Key,Before Valence,Before Arousal,Audionames,Before_Chords,After_Chords,Chord_Type,Arousal_Category,Valence_Category
/audioFolder1//film-score-emotion-survey/audioFolder1/arrival_johann_johannsson_arrival_sample_2.mp3,3.28439597315436,3.48439597315436,0.0,0.0,arrival_jhann_jhannsson_arrival.mp3,0.0,0.0,arrivaljohannjohannssonarrivalsample2mp3,"['N', 'N']","['N', 'N']",None,Neutral,Neutral
/audioFolder1//film-score-emotion-survey/audioFolder1/arrival_johann_johannsson_arrival_sample_2.mp3,3.28439597315436,3.86191275167785,0.0,0.0,arrival_jhann_jhannsson_arrival.mp3,0.0,0.0,arrivaljohannjohannssonarrivalsample2mp3,"['N', 'N']","['N', 'N']",None,Neutral,Neutral
/audioFolder1//film-score-emotion-survey/audioFolder1/arrival_johann_johannsson_arrival_sample_2.mp3,10.5075503355705,11.2612416107383,0.195,-0.262,arrival_jhann_jhannsson_arrival.mp3,0.0,0.0,arrivaljohannjohannssonarrivalsample2mp3,"['N', 'B', 'N']","['N', 'N']",None,Negative Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/a_story_about_letters_alfonso_g_aguilar_klaus_sample_1.mp3,0.0077624055030917,7.37814743455823,0.31,0.306,a_story_about_letters_alfonso_g._aguilar_klaus.mp3,0.0,0.0,astoryaboutlettersalfonsogaguilarklaussample1mp3,"['N', 'N']","['N', 'G', 'N']",['Major'],Positive Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/a_story_about_letters_alfonso_g_aguilar_klaus_sample_1.mp3,7.34079806866446,9.54891184413124,0.175,0.557,a_story_about_letters_alfonso_g._aguilar_klaus.mp3,0.31,0.306,astoryaboutlettersalfonsogaguilarklaussample1mp3,"['N', 'N']","['N', 'Bm6', 'N']",['None'],Positive Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/a_story_about_letters_alfonso_g_aguilar_klaus_sample_1.mp3,9.54302643979658,12.8769006399095,-0.13,0.732,a_story_about_letters_alfonso_g._aguilar_klaus.mp3,0.175,0.557,astoryaboutlettersalfonsogaguilarklaussample1mp3,"['N', 'N']","['N', 'G', 'N']",['Major'],Positive Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/a_story_about_letters_alfonso_g_aguilar_klaus_sample_1.mp3,12.8443510759303,14.991610761624,-0.34,0.545,a_story_about_letters_alfonso_g._aguilar_klaus.mp3,-0.13,0.732,astoryaboutlettersalfonsogaguilarklaussample1mp3,"['N', 'N']","['N', 'G', 'N']",['Major'],Positive Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/anna_karenina_toolate_dario_marianelli_sample_2.mp3,3.768,3.968,0.0,0.0,anna_karenina_toolate_dario_marianelli.mp3,0.0,0.0,annakareninatoolatedariomarianellisample2mp3,"['N', 'Cm', 'N']","['N', 'N']",None,Neutral,Neutral
/audioFolder1//film-score-emotion-survey/audioFolder1/anna_karenina_toolate_dario_marianelli_sample_2.mp3,3.768,3.968,0.0,0.0,anna_karenina_toolate_dario_marianelli.mp3,0.0,0.0,annakareninatoolatedariomarianellisample2mp3,"['N', 'Cm', 'N']","['N', 'N']",None,Neutral,Neutral
/audioFolder1//film-score-emotion-survey/audioFolder1/anna_karenina_toolate_dario_marianelli_sample_2.mp3,3.768,3.968,0.0,0.0,anna_karenina_toolate_dario_marianelli.mp3,0.0,0.0,annakareninatoolatedariomarianellisample2mp3,"['N', 'Cm', 'N']","['N', 'N']",None,Neutral,Neutral
/audioFolder1//film-score-emotion-survey/audioFolder1/anna_karenina_toolate_dario_marianelli_sample_2.mp3,3.768,3.968,0.347,0.521,anna_karenina_toolate_dario_marianelli.mp3,0.0,0.0,annakareninatoolatedariomarianellisample2mp3,"['N', 'Cm', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/anna_karenina_toolate_dario_marianelli_sample_2.mp3,11.0506666666667,11.2506666666667,-0.563,-0.205,anna_karenina_toolate_dario_marianelli.mp3,0.347,0.521,annakareninatoolatedariomarianellisample2mp3,"['N', 'C#maj7', 'N']","['N', 'N']",None,Negative Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/anna_karenina_toolate_dario_marianelli_sample_2.mp3,14.3416167890482,14.5416167890481,-0.893,-0.089,anna_karenina_toolate_dario_marianelli.mp3,-0.563,-0.205,annakareninatoolatedariomarianellisample2mp3,"['N', 'C#maj7', 'N']","['N', 'N']",None,Negative Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/antonio_sanchez_doors_and_distance_birdman_sample_2.mp3,8.11791511447266,10.8586176135709,0.17,0.305,antonio_snchez_doors_and_distance_birdman.mp3,0.0,0.0,antoniosanchezdoorsanddistancebirdmansample2mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/antonio_sanchez_doors_and_distance_birdman_sample_2.mp3,1.79601459834227,4.56637492196672,-0.005,0.189,antonio_snchez_doors_and_distance_birdman.mp3,0.17,0.305,antoniosanchezdoorsanddistancebirdmansample2mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/antonio_sanchez_doors_and_distance_birdman_sample_2.mp3,12.7018555825142,14.8889425332409,0.23,0.422,antonio_snchez_doors_and_distance_birdman.mp3,-0.005,0.189,antoniosanchezdoorsanddistancebirdmansample2mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/arrival_heptapod_b_johannjohannsson_sample_2.mp3,10.384381288776,10.7869699073859,0.639,0.663,arrival_heptapod_b_jhannjhannsson.mp3,0.0,0.0,arrivalheptapodbjohannjohannssonsample2mp3,"['N', 'Eb', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_mainthemesongvolkerbertelmann_sample_2.mp3,13.6457982797378,14.9906112029048,-0.292,0.284,all_quiet_on_the_western_front_main_theme_song_volker_bertelmann.mp3,0.0,0.0,allquietonthewesternfrontmainthemesongvolkerbertelmannsample2mp3,"['N', 'Eb', 'N']","['N', 'Eb', 'N']",['None'],Positive Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_mainthemesongvolkerbertelmann_sample_2.mp3,5.79518992902721,7.07109125161339,0.443,0.664,all_quiet_on_the_western_front_main_theme_song_volker_bertelmann.mp3,-0.292,0.284,allquietonthewesternfrontmainthemesongvolkerbertelmannsample2mp3,"['N', 'Gm', 'N']","['N', 'G', 'N']",['Major'],Positive Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_remainsvolkerbertelmann_sample_1.mp3,2.56762749445677,2.70110864745012,-0.264,0.737,all_quiet_on_the_western_front_remains_volker_bertelmann.mp3,0.443,0.664,allquietonthewesternfrontmainthemesongvolkerbertelmannsample1mp3,"['N', 'C', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_remainsvolkerbertelmann_sample_1.mp3,5.21134691866398,5.37143561045999,-0.259,-0.368,all_quiet_on_the_western_front_remains_volker_bertelmann.mp3,-0.264,0.737,allquietonthewesternfrontmainthemesongvolkerbertelmannsample1mp3,"['N', 'Ebmaj7', 'N']","['N', 'N']",None,Negative Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_remainsvolkerbertelmann_sample_1.mp3,10.6053659542161,10.8186697236174,-0.289,0.722,all_quiet_on_the_western_front_remains_volker_bertelmann.mp3,-0.259,-0.368,allquietonthewesternfrontmainthemesongvolkerbertelmannsample1mp3,"['N', 'Eb', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_remainsvolkerbertelmann_sample_1.mp3,12.9200826583405,13.0668675807352,-0.214,-0.363,all_quiet_on_the_western_front_remains_volker_bertelmann.mp3,-0.289,0.722,allquietonthewesternfrontmainthemesongvolkerbertelmannsample1mp3,"['N', 'Eb', 'N']","['N', 'N']",None,Negative Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/arrival_johann_johannsson_arrival_sample_1.mp3,12.427916828563,12.627916828563,0.0,0.0,arrival_jhann_jhannsson_arrival.mp3,-0.366,-0.013,arrivaljohannjohannssonarrivalsample1mp3,"['N', 'Cmaj7', 'N']","['N', 'N']",None,Neutral,Neutral
/audioFolder1//film-score-emotion-survey/audioFolder1/arrival_johann_johannsson_arrival_sample_1.mp3,13.1292501618963,13.3292501618963,0.0,0.0,arrival_jhann_jhannsson_arrival.mp3,0.0,0.0,arrivaljohannjohannssonarrivalsample1mp3,"['N', 'Cmaj7', 'N']","['N', 'N']",None,Neutral,Neutral
/audioFolder1//film-score-emotion-survey/audioFolder1/arrival_johann_johannsson_arrival_sample_1.mp3,14.0385834952296,14.2385834952296,-0.744,0.525,arrival_jhann_jhannsson_arrival.mp3,0.0,0.0,arrivaljohannjohannssonarrivalsample1mp3,"['N', 'Cmaj7', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/7horse__meth_lab_zoso_sticker_the_wolf_of_wall_street_sample_1.mp3,2.272,2.472,0.0,0.0,7horse___meth_lab_zoso_sticker_the_wolf_of_wall_street.mp3,0.84,0.003,7horsemethlabzosostickerthewolfofwallstreetsample1mp3,"['N', 'G', 'N']","['N', 'N']",None,Neutral,Neutral
/audioFolder1//film-score-emotion-survey/audioFolder1/7horse__meth_lab_zoso_sticker_the_wolf_of_wall_street_sample_1.mp3,14.6613333333333,14.8613333333333,-0.016,0.019,7horse___meth_lab_zoso_sticker_the_wolf_of_wall_street.mp3,0.0,0.0,7horsemethlabzosostickerthewolfofwallstreetsample1mp3,"['N', 'G', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/airlock_steven_price_gravity_sample_1.mp3,5.87781499106293,6.37193277466979,0.325,-0.275,airlock_steven_price_gravity.mp3,0.0,0.0,airlockstevenpricegravitysample1mp3,"['N', 'F7', 'N']","['N', 'N']",None,Negative Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/airlock_steven_price_gravity_sample_1.mp3,10.7818149910629,10.9818149910629,0.085,-0.115,airlock_steven_price_gravity.mp3,0.325,-0.275,airlockstevenpricegravitysample1mp3,"['N', 'F', 'N']","['N', 'N']",None,Negative Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/airlock_steven_price_gravity_sample_1.mp3,12.4804816577296,12.6804816577296,0.245,0.175,airlock_steven_price_gravity.mp3,0.085,-0.115,airlockstevenpricegravitysample1mp3,"['N', 'F', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/beach_puke__jim_williams_titane_sample_2.mp3,4.18512828369585,4.19243037210706,0.0,0.0,beach_puke__jim_williams_titane.mp3,0.0,0.0,beachpukejimwilliamstitanesample2mp3,"['N', 'N']","['N', 'N']",None,Neutral,Neutral
/audioFolder1//film-score-emotion-survey/audioFolder1/beach_puke__jim_williams_titane_sample_2.mp3,10.2037949503625,10.4037949503625,-0.455,-0.338,beach_puke__jim_williams_titane.mp3,0.0,0.0,beachpukejimwilliamstitanesample2mp3,"['N', 'N']","['N', 'N']",None,Negative Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_1.mp3,6.21225523264745,6.78082565001322,0.005,0.027,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,0.0,0.0,beyondtheblackrainbowsinoiacavesarboriatapessample1mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_1.mp3,8.81200488255985,9.83369374581488,-0.745,0.587,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,0.005,0.027,beyondtheblackrainbowsinoiacavesarboriatapessample1mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_1.mp3,8.03376678952132,8.79438903679482,0.11,0.022,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,-0.745,0.587,beyondtheblackrainbowsinoiacavesarboriatapessample1mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_1.mp3,10.1930867156706,10.3930867156706,0.195,-0.133,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,0.11,0.022,beyondtheblackrainbowsinoiacavesarboriatapessample1mp3,"['N', 'N']","['N', 'N']",None,Negative Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_1.mp3,11.4442962392067,12.1715908333761,0.305,-0.177,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,0.195,-0.133,beyondtheblackrainbowsinoiacavesarboriatapessample1mp3,"['N', 'N']","['N', 'N']",None,Negative Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_1.mp3,0.360883212345336,1.59217253700976,-0.58,0.333,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,0.305,-0.177,beyondtheblackrainbowsinoiacavesarboriatapessample1mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_1.mp3,3.07506977229861,4.996113711057,-0.205,0.147,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,-0.58,0.333,beyondtheblackrainbowsinoiacavesarboriatapessample1mp3,"['N', 'N']","['N', 'Bb7/D', 'N']",['None'],Positive Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/angela_tries_to_leave_cliff_martinez__kimi_sample_2.mp3,3.47295004940597,4.62392215422424,-0.688,0.186,angela_tries_to_leave_cliff_martinez__kimi.mp3,0.0,0.0,angelatriestoleavecliffmartinezkimisample2mp3,"['N', 'G', 'N']","['N', 'Em', 'N']",['Minor'],Positive Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/angela_tries_to_leave_cliff_martinez__kimi_sample_2.mp3,5.48732029454544,6.61293314323522,0.332,0.236,angela_tries_to_leave_cliff_martinez__kimi.mp3,-0.688,0.186,angelatriestoleavecliffmartinezkimisample2mp3,"['N', 'Em', 'N']","['N', 'Abm', 'N']",['Minor'],Positive Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/angela_tries_to_leave_cliff_martinez__kimi_sample_2.mp3,8.1254921739481,11.1910881164671,0.247,-0.419,angela_tries_to_leave_cliff_martinez__kimi.mp3,0.332,0.236,angelatriestoleavecliffmartinezkimisample2mp3,"['N', 'Abm', 'N']","['N', 'Abm', 'N']",['Minor'],Negative Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/angela_tries_to_leave_cliff_martinez__kimi_sample_2.mp3,12.4881656030831,14.9958579107754,-0.158,0.741,angela_tries_to_leave_cliff_martinez__kimi.mp3,0.247,-0.419,angelatriestoleavecliffmartinezkimisample2mp3,"['N', 'B6', 'N']","['N', 'B6', 'N']",['Major'],Positive Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/almost_human_antonio_sanchez_birdman_sample_2.mp3,0.210600697379544,4.40468353761623,0.276,0.684,almost_human_antonio_snchez_birdman.mp3,0.0,0.0,almosthumanantoniosanchezbirdmansample2mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/blackway__black_caviar__whats_up_danger_spiderman_into_the_spiderverse_sample_1.mp3,12.2448836038971,12.4448836038971,-0.473,-0.553,blackway__black_caviar___whats_up_danger_spider_man_into_the_spider_verse.mp3,0.0,0.0,blackwayblackcaviarwhatsupdangerspidermanintothespiderversesample1mp3,"['N', 'Dm7', 'N']","['N', 'N']",None,Negative Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/blackway__black_caviar__whats_up_danger_spiderman_into_the_spiderverse_sample_1.mp3,5.21866666666666,5.41866666666666,0.422,0.862,blackway__black_caviar___whats_up_danger_spider_man_into_the_spider_verse.mp3,-0.473,-0.553,blackwayblackcaviarwhatsupdangerspidermanintothespiderversesample1mp3,"['N', 'Dm', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/blade_runner_hans_zimmer_benjamin_wallfisch_blade_runner_2049_sample_1.mp3,14.8,15.0,0.0,0.0,blade_runner_hans_zimmer_benjamin_wallfisch_blade_runner_2049.mp3,0.725,-0.735,bladerunnerhanszimmerbenjaminwallfischbladerunner2049sample1mp3,"['N', 'C', 'N']","['N', 'N']",None,Neutral,Neutral
/audioFolder1//film-score-emotion-survey/audioFolder1/blade_runner_hans_zimmer_benjamin_wallfisch_blade_runner_2049_sample_1.mp3,6.01847101077476,6.83092451257055,0.0,0.0,blade_runner_hans_zimmer_benjamin_wallfisch_blade_runner_2049.mp3,0.0,0.0,bladerunnerhanszimmerbenjaminwallfischbladerunner2049sample1mp3,"['N', 'C', 'N']","['N', 'C', 'N']",['Major'],Neutral,Neutral
/audioFolder1//film-score-emotion-survey/audioFolder1/blade_runner_hans_zimmer_benjamin_wallfisch_blade_runner_2049_sample_1.mp3,12.0369420215495,12.9828173101591,0.299,0.819,blade_runner_hans_zimmer_benjamin_wallfisch_blade_runner_2049.mp3,0.0,0.0,bladerunnerhanszimmerbenjaminwallfischbladerunner2049sample1mp3,"['N', 'C', 'N']","['N', 'C', 'N']",['Major'],Positive Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/bali_girls__michael_stearns_bonnie_jo_hunt_ron_sunsinger_samsara_sample_2.mp3,0.0,14.3758241758242,-0.223,-0.756,bali_girls___michael_stearns_bonnie_jo_hunt_ron_sunsinger_samsara.mp3,0.0,0.0,baligirlsmichaelstearnsbonniejohuntronsunsingersamsarasample2mp3,"['N', 'N']","['N', 'Bm7b5', 'G/B', 'Dm', 'Gm', 'Bm7b5', 'N']","['Minor', 'None', 'Minor', 'Minor', 'Minor']",Negative Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/bali_girls__michael_stearns_bonnie_jo_hunt_ron_sunsinger_samsara_sample_2.mp3,14.4167371090448,14.9971259509721,-0.083,-0.611,bali_girls___michael_stearns_bonnie_jo_hunt_ron_sunsinger_samsara.mp3,-0.223,-0.756,baligirlsmichaelstearnsbonniejohuntronsunsingersamsarasample2mp3,"['N', 'Bm7b5', 'N']","['N', 'N']",None,Negative Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/across_the_ocean_thomas_newman_elemental_sample_2.mp3,0.998689508992106,1.19868950899211,0.727,0.366,across_the_ocean_thomas_newman_elemental.mp3,0.661,0.361,acrosstheoceanthomasnewmanelementalsample2mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_2.mp3,5.29781879194631,5.49781879194631,0.255,0.449,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,-0.205,0.147,beyondtheblackrainbowsinoiacavesarboriatapessample2mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/25_years_jonny_greenwood_the_power_of_the_dog_sample_1.mp3,12.4672716360612,14.9991854466571,0.181,0.359,25_years_jonny_greenwood_the_power_of_the_dog.mp3,-0.214,-0.363,25yearsjonnygreenwoodthepowerofthedogsample1mp3,"['N', 'D', 'N']","['N', 'D', 'N']",['Major'],Positive Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/25_years_jonny_greenwood_the_power_of_the_dog_sample_1.mp3,0.0221579987539921,3.91189275316747,-0.369,0.362,25_years_jonny_greenwood_the_power_of_the_dog.mp3,0.181,0.359,25yearsjonnygreenwoodthepowerofthedogsample1mp3,"['N', 'N']","['N', 'D', 'N']",['Major'],Positive Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/25_years_jonny_greenwood_the_power_of_the_dog_sample_1.mp3,3.896187603125671,10.3834955660933,-0.564,0.549,25_years_jonny_greenwood_the_power_of_the_dog.mp3,-0.369,0.362,25yearsjonnygreenwoodthepowerofthedogsample1mp3,"['N', 'D', 'N']","['N', 'D', 'Dmaj7', 'N']","['Major', 'Major']",Positive Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/25_years_jonny_greenwood_the_power_of_the_dog_sample_1.mp3,10.3782483995838,12.4772318970315,-0.734,0.717,25_years_jonny_greenwood_the_power_of_the_dog.mp3,-0.564,0.549,25yearsjonnygreenwoodthepowerofthedogsample1mp3,"['N', 'Dmaj7', 'N']","['N', 'D', 'N']",['Major'],Positive Arousal,Negative Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/anna_karenin_overture_dario_marianelli_sample_1.mp3,10.675,14.9982681274414,0.275,0.626,anna_karenin_overture_dario_marianelli.mp3,0.0,0.0,annakareninoverturedariomarianellisample1mp3,"['N', 'Eb', 'N']","['N', 'Eb', 'Ebm', 'N']","['None', 'Minor']",Positive Arousal,Positive Valence
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_2.mp3,13.1466953125,14.46651953125,0.0,0.0,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,0.255,0.449,beyondtheblackrainbowsinoiacavesarboriatapessample2mp3,"['N', 'N']","['N', 'N']",None,Neutral,Neutral
/audioFolder1//film-score-emotion-survey/audioFolder1/beyond_the_black_rainbow_sinoia_caves_arboria_tapes_sample_2.mp3,14.8,15.0,0.0,0.0,beyond_the_black_rainbow_sinoia_caves_arboria_tapes.mp3,0.0,0.0,beyondtheblackrainbowsinoiacavesarboriatapessample2mp3,"['N', 'N']","['N', 'N']",None,Neutral,Neutral
